id_cliente,fecha_alta,canal_alta,tienda_alta,genero,edad,provincia,acepta_marketing,email
CLI02973,2025-03-21,Online,,,24.0,Tucuman,True,avilaisabella@example.com
CLI02974,2022-07-16,Tienda,T02,M,41.0,Mendoza,True,guadalupe84@example.com
CLI02975,2022-06-06,Tienda,S19,F,42.0,Salta,True,thiagogomez@example.com
CLI02976,2023-09-01,Online,,F,37.0,CABA,True,julieta59@example.org
CLI02977,2024-11-10,Sucursal,T19,F,53.0,Cordoba,False,zfernandez@example.net
CLI02978,2023-07-12,Tienda,T21,F,30.0,Neuquen,False,bcoronel@example.com
CLI02979,2023-05-28,Online,,M,33.0,CABA,True,rojasbenjamin@example.net
CLI02980,2025-09-10,Tienda,T01,M,23.0,Entre Rios,False,benjamin27@example.com
CLI02981,2025-01-12,Tienda,T11,M,60.0,Salta,True,riospedro@example.com
CLI02982,2024-03-12,Tienda,T12,M,56.0,Neuquen,False,molinagenaro@example.net
CLI02983,2024-03-23,Tienda,T01,M,59.0,Cordoba,True,sacosta@example.com
CLI02984,2025-07-16,Tienda,T06,,29.0,Neuquen,False,hsanchez@example.com
CLI02985,2022-02-27,Online,,F,60.0,Tucuman,True,pedro48
CLI02986,2023-01-05,Tienda,T09,M,45.0,Santa Fe,False,joaquingonzalez
CLI02987,2024-01-15,Tienda,T24,F,51.0,Entre Rios,False,fernandezjulia@example.net
CLI02988,2023-04-20,Online,,M,49.0,Buenos Aires,True,morenavazquez@example.org
CLI02989,2023-05-25,Tienda,T07,M,37.0,CABA,True,rnavarro@example.net
CLI02990,2024-02-05,Tienda,T01,F,39.0,Tucuman,False,gonzalezian@example.org
CLI02991,2024-07-24,Tienda,T21,F,20.0,Mendoza,False,joaquin11@example.net
CLI02992,2023-09-18,Tienda,T12,F,33.0,Cordoba,True,thiago-agustinarias@example.org
CLI02993,2022-02-01,Online,,F,38.0,Mendoza,True,agueromanuel@example.com
CLI02994,2023-08-15,Online,,M,25.0,Buenos Aires,True,julieta84@example.net
CLI02995,2025-11-06,Online,,F,43.0,Tucuman,False,lola78@example.org
CLI02996,2023-05-25,Tienda,T14,M,59.0,Entre Rios,False,gonzalezmatias@example.com
CLI02997,2024-01-11,Tienda,T27,F,34.0,Salta,False,lgonzalez@example.org
CLI02998,2023-07-09,Tienda,T27,F,,Entre Rios,True,catalinamartinez@example.com
CLI02999,2023-08-02,Online,,M,-3.0,Salta,True,ambarmartinez@example.org
CLI03000,2024-08-05,Sucursal,T18,,44.0,Buenos Aires,True,amparo34@example.net
CLI03001,2025-01-22,Tienda,T01,M,66.0,Mendoza,False,mateoojeda@example.com
CLI03002,2022-03-13,Tienda,S19,M,43.0,Mendoza,True,xsosa@example.org
CLI03003,2024-07-20,Online,,M,42.0,Salta,True,kdiaz@example.com
CLI03004,2022-10-14,Tienda,T06,F,24.0,Santa Fe,False,gutierrezjuan-manuel@example.org
CLI03005,2024-10-25,Online,,,46.0,Buenos Aires,True,vegabenjamin@example.com
CLI03006,2023-06-01,Tienda,T03,M,50.0,Cordoba,False,fgonzalez@example.net
CLI03007,2022-06-16,Online,,M,36.0,Entre Rios,True,juan-martin70@example.org
CLI03008,2023-03-02,Online,,F,,Salta,False,lopeztomas@example.org
CLI03009,2023-01-24,Online,,M,32.0,Mendoza,True,diazsimon@example.net
CLI03010,2024-02-16,Tienda,T26,M,51.0,Neuquen,False,thiagoferreyra@example.org
CLI03011,2022-05-01,Tienda,T14,,60.0,CABA,True,ccardozo@example.com
CLI03012,2024-10-12,Tienda,T06,F,46.0,Santa Fe,True,camila06@example.com
CLI03013,2024-02-17,Online,,M,48.0,Neuquen,True,gvelazquez@example.net
CLI03014,2023-07-20,Online,,M,42.0,Cordoba,False,mateoramirez@example.org
CLI03015,2023-07-14,Online,,M,32.0,Neuquen,True,maria-victoriaponce@example.com
CLI03016,2024-02-06,Tienda,T22,F,30.0,Buenos Aires,True,thiago-lionelgonzalez@example.org
CLI03017,2022-02-17,Tienda,T19,M,36.0,Tucuman,False,wrodriguez@example.com
CLI03018,2023-09-24,Tienda,T25,M,43.0,CABA,False,julianmedina@example.org
CLI03019,2025-08-08,Online,,F,41.0,Santa Fe,True,gcarrizo
CLI03020,2023-10-13,Online,,F,55.0,Mendoza,True,sosaagustina@example.org
CLI03021,2023-05-08,Tienda,T06,F,52.0,Buenos Aires,False,santino44@example.net
CLI03022,2024-10-03,Tienda,T06,M,62.0,Tucuman,True,santino-benjaminlopez@example.org
CLI03023,2024-07-26,Tienda,T02,M,52.0,Mendoza,True,cabrerajuan-martin@example.org
CLI03024,2024-06-08,Tienda,T17,,,Buenos Aires,True,julia20@example.org
CLI03025,2024-12-06,Online,,M,43.0,Mendoza,True,nicolasmiranda@example.org
CLI03026,2022-09-06,Online,,F,,Salta,True,fernandezabril@example.net
CLI03027,2025-02-13,Online,,F,65.0,Buenos Aires,True,sotovictoria@example.org
CLI03028,2022-08-23,Sucursal,T28,F,33.0,Salta,True,alma-valentinasanchez@example.com
CLI03029,2023-10-09,Online,,F,36.0,Neuquen,True,victoria09@example.net
CLI03030,2023-04-02,Tienda,T26,M,67.0,Salta,False,almaacuna@example.net
CLI03031,2024-05-24,Online,,M,26.0,Tucuman,True,gutierrezalma@example.com
CLI03032,2025-06-16,Sucursal,T25,F,33.0,Buenos Aires,True,munozzoe-valentina@example.org
CLI03033,2025-01-29,Online,,F,40.0,Neuquen,True,mruiz@example.com
CLI03034,2024-12-26,Tienda,T28,M,33.0,Buenos Aires,True,rodriguezantonella@example.org
CLI03035,2023-09-12,Online,,M,43.0,Salta,True,guillerminacarrizo@example.net
CLI03036,2023-08-18,Online,,F,45.0,Entre Rios,True,emma04@example.org
CLI03037,2024-04-25,Tienda,T26,F,50.0,Mendoza,True,luca53@example.org
CLI03038,2023-12-02,Tienda,T06,M,40.0,Neuquen,True,juan-cruz41@example.org
CLI03039,2024-07-20,Tienda,T25,M,51.0,CABA,False,ogomez@example.com
CLI03040,2025-01-29,Tienda,T24,F,37.0,Buenos Aires,True,maria-pazsanchez
CLI03041,2022-08-28,Tienda,T02,F,50.0,Neuquen,True,fernandezjuan-pablo@example.net
CLI03042,2024-02-01,Tienda,T19,M,58.0,Mendoza,True,biancamolina@example.com
CLI03043,2023-01-17,Tienda,T24,F,18.0,Salta,True,antoniaaguirre@example.org
CLI03044,2023-01-02,Tienda,T17,F,38.0,Cordoba,False,ngonzalez@example.org
CLI03045,2025-12-18,Tienda,T08,M,44.0,Santa Fe,True,sgonzalez@example.com
CLI03046,2022-11-22,Online,,M,18.0,CABA,False,agustingutierrez@example.org
CLI03047,2023-02-18,Online,,M,18.0,Entre Rios,True,juana04@example.com
CLI03048,2023-06-21,Sucursal,T18,F,46.0,Santa Fe,True,bautistabarrios@example.net
CLI03049,2022-10-25,Online,,F,32.0,Mendoza,False,isabellacastillo@example.com
CLI03050,2022-09-18,Online,,F,52.0,Neuquen,True,kmaidana@example.com
CLI03051,2023-11-19,Online,,F,41.0,Santa Fe,True,juan-ignacio63@example.com
CLI03052,2025-11-20,Tienda,T12,M,41.0,Santa Fe,True,silvajulian@example.com
CLI03053,2022-10-20,Tienda,T13,M,36.0,Entre Rios,True,dante11@example.net
CLI03054,2025-04-24,Tienda,T07,F,43.0,Santa Fe,True,xdiaz@example.org
CLI03055,2025-12-14,Online,,F,,Cordoba,True,camilaarias
CLI03056,2023-06-26,Tienda,T28,,34.0,Salta,True,agustincastro@example.net
CLI03057,2024-09-06,Online,,M,52.0,Buenos Aires,False,maidanafacundo@example.org
CLI03058,2022-06-11,Online,,M,38.0,Tucuman,True,munozvalentin@example.org
CLI03059,2025-11-20,Online,,F,,Buenos Aires,False,tomas29
CLI03060,2025-07-16,Online,,F,41.0,Santa Fe,True,lopezagostina@example.com
CLI03061,2025-07-10,Tienda,T12,F,37.0,Santa Fe,True,luciano58@example.net
CLI03062,2025-01-06,Online,,F,28.0,Salta,True,santiago23@example.org
CLI03063,2023-06-08,Sucursal,T14,M,53.0,CABA,True,diazluna@example.com
CLI03064,2025-03-16,Tienda,T19,M,,Mendoza,False,juan-ignaciopaez@example.com
CLI03065,2024-12-22,Online,,M,47.0,Santa Fe,True,enunez@example.com
CLI03066,2024-08-05,Tienda,T08,F,20.0,Entre Rios,False,lopezjuan-pablo@example.com
CLI03067,2023-02-21,Tienda,T04,F,45.0,Cordoba,True,martinaponce@example.org
CLI03068,2023-09-24,Tienda,T18,M,47.0,Tucuman,True,thiago-benjaminramirez
CLI03069,2024-06-05,Online,,F,32.0,Santa Fe,False,morena25@example.org
CLI03070,2023-10-05,Online,,X,19.0,Buenos Aires,False,rodriguezluz-milagros@example.net
CLI03071,2023-09-24,Tienda,T03,M,39.0,Cordoba,False,romerovalentino@example.com
CLI03072,2022-01-06,Tienda,T21,F,43.0,Buenos Aires,False,maria-paz15@example.org
CLI03073,2025-01-29,Online,,F,34.0,CABA,False,moralesmartina@example.com
CLI03074,2024-09-15,Online,,M,32.0,Tucuman,True,benitezfranco@example.org
CLI03075,2025-11-25,Online,,F,54.0,Salta,False,carrizofrancesco@example.com
CLI03076,2022-12-07,Tienda,T06,F,40.0,Neuquen,True,mansillajoaquin@example.com
CLI03077,2024-01-12,Online,,F,36.0,Neuquen,True,gonzalezmanuel@example.net
CLI03078,2022-12-15,Tienda,S07,F,53.0,Tucuman,False,lisandrocastro@example.com
CLI03079,2023-12-30,Online,,F,41.0,Mendoza,True,carrizolorenzo@example.net
CLI03080,2023-12-19,Tienda,T03,F,,Salta,True,bcardozo@example.org
CLI03081,2022-08-02,Online,,F,53.0,CABA,True,bautista-benjaminruiz@example.org
CLI03082,2024-12-31,Online,,M,36.0,Santa Fe,True,feliperojas@example.org
CLI03083,2025-08-29,Online,,X,54.0,Santa Fe,True,wrodriguez@example.net
CLI03084,2024-12-26,Online,,F,32.0,CABA,False,ruizthiago-joaquin@example.net
CLI03085,2024-04-01,Online,,M,46.0,Neuquen,False,emilia00@example.net
CLI03086,2022-01-23,Online,,M,59.0,Salta,True,nlopez@example.org
CLI03087,2023-07-25,Online,,F,48.0,Mendoza,True,sosaluisina@example.org
CLI03088,2023-07-22,Tienda,T06,F,48.0,Entre Rios,True,perezmanuel@example.net
CLI03089,2022-12-23,Online,,M,48.0,Santa Fe,True,abrilgimenez@example.org
CLI03090,2024-08-19,Sucursal,T20,F,53.0,Santa Fe,False,ydiaz@example.org
CLI03091,2023-04-16,Online,,M,43.0,Santa Fe,True,santinolopez@example.com
CLI03092,2023-12-27,Tienda,T23,M,48.0,Salta,True,valentinofernandez@example.org
CLI03093,2022-03-04,Tienda,T08,M,38.0,Mendoza,True,angel-gabrielfernandez@example.net
CLI03094,2025-09-14,Online,,F,,Tucuman,True,lautarocordoba@example.org
CLI03095,2023-06-16,Tienda,T11,M,29.0,Santa Fe,True,maidanaisabella@example.org
CLI03096,2024-11-04,Online,,F,53.0,Neuquen,False,esosa@example.com
CLI03097,2025-05-10,Tienda,T11,F,28.0,Buenos Aires,True,egodoy@example.net
CLI03098,2023-01-31,Online,,M,49.0,Cordoba,False,juan-cruz48@example.org
CLI03099,2022-12-11,Online,,M,60.0,CABA,True,uaguirre@example.net
CLI03100,2022-09-17,Tienda,T01,M,26.0,Neuquen,True,guillerminagimenez@example.com
CLI03101,2023-09-04,Tienda,T16,F,66.0,Mendoza,True,kcoronel@example.org
CLI03102,2022-09-26,Tienda,T06,F,28.0,Salta,True,plopez@example.com
CLI03103,2025-04-16,Online,,M,30.0,Salta,False,oliviasosa@example.com
CLI03104,2024-06-12,Online,,F,46.0,Buenos Aires,True,martin84@example.org
CLI03105,2023-06-07,Online,,M,26.0,Salta,True,federico40@example.org
CLI03106,2024-05-28,Online,,M,55.0,CABA,True,fgonzalez@example.com
CLI03107,2024-11-11,Tienda,T28,F,48.0,Santa Fe,True,joaquinanunez@example.net
CLI03108,2022-07-25,Online,,F,,Salta,False,mtorres@example.org
CLI03109,2025-02-01,Online,,M,22.0,Salta,True,luciojuarez@example.net
CLI03110,2025-05-23,Online,,M,31.0,Mendoza,True,hdominguez@example.org
CLI03111,2023-09-03,Tienda,T17,M,47.0,Tucuman,True,escobarangel-gabriel@example.org
CLI03112,2023-11-02,Online,,F,27.0,CABA,False,julian94@example.com
CLI03113,2022-04-11,Tienda,T02,F,31.0,Salta,True,martin21@example.org
CLI03114,2023-07-28,Tienda,T22,F,50.0,Santa Fe,True,ibenitez@example.com
CLI03115,2025-03-10,Tienda,T13,M,28.0,Entre Rios,True,diazvalentina@example.com
CLI03116,2023-06-09,Tienda,T12,F,45.0,Tucuman,True,morena-jazminescobar@example.com
CLI03117,2023-07-31,Online,,F,22.0,Salta,True,aguerolisandro@example.org
CLI03118,2022-10-09,Online,,M,55.0,Mendoza,True,lautarogomez@example.net
CLI03119,2025-05-04,Tienda,T21,F,61.0,CABA,True,torresbianca@example.com
CLI03120,2022-11-29,Online,,M,25.0,Entre Rios,True,constantino85@example.net
CLI03121,2025-06-05,Tienda,T02,M,18.0,Buenos Aires,True,lmaldonado@example.com
CLI03122,2023-06-12,Online,,F,18.0,Buenos Aires,True,juliana93@example.net
CLI03123,2022-01-02,Online,,F,55.0,Tucuman,True,salvador58@example.com
CLI03124,2023-04-15,Online,,M,33.0,Salta,True,castillosantiago@example.net
CLI03125,2024-03-09,Tienda,T09,M,56.0,Buenos Aires,False,eromero@example.org
CLI03126,2023-11-23,Tienda,T11,M,23.0,Mendoza,True,csanchez@example.org
CLI03127,2025-09-29,Online,,M,28.0,Entre Rios,True,julieta67@example.net
CLI03128,2023-11-30,Online,,M,,Neuquen,True,vblanco@example.org
CLI03129,2022-07-28,Tienda,S15,M,132.0,Entre Rios,True,juan-cruzruiz@example.com
CLI03130,2024-12-15,Tienda,T26,M,-3.0,Santa Fe,True,geronimo66@example.com
CLI03131,2023-04-27,Tienda,T07,F,27.0,Cordoba,False,milagrosdiaz@example.net
CLI03132,2024-11-01,Tienda,T22,F,,Salta,True,urojas@example.org
CLI03133,2023-06-19,Tienda,T03,M,42.0,Tucuman,False,agustina39@example.net
CLI03134,2022-04-29,Tienda,T22,M,48.0,Santa Fe,True,hvaldez@example.net
CLI03135,2024-10-04,Tienda,T13,M,39.0,Mendoza,True,zortiz@example.com
CLI03136,2024-08-19,Tienda,T15,F,33.0,Salta,False,gponce@example.net
CLI03137,2024-08-08,Online,,F,,CABA,True,bianca91@example.com
CLI03138,2025-05-28,Tienda,T08,F,18.0,Cordoba,True,francogimenez@example.com
CLI03139,2023-12-07,Tienda,T03,M,45.0,Santa Fe,True,isanchez@example.com
CLI03140,2023-11-28,Online,,M,58.0,Cordoba,True,psanchez@example.net
CLI03141,2024-05-03,Tienda,T05,M,49.0,Salta,False,santino00@example.org
CLI03142,2024-01-28,Online,,F,28.0,Cordoba,False,santiago15@example.net
CLI03143,2022-03-13,Online,,M,20.0,Salta,True,thiago-benjaminsosa@example.com
CLI03144,2024-10-26,Tienda,T10,F,,CABA,True,jmoyano@example.com
CLI03145,2022-03-09,Tienda,S16,F,34.0,Santa Fe,True,felipe28@example.com
CLI03146,2023-02-03,Tienda,T04,M,38.0,Santa Fe,True,xperalta
CLI03147,2022-08-09,Tienda,T28,M,44.0,Entre Rios,True,luca45@example.com
CLI03148,2023-01-27,Online,,F,33.0,Cordoba,True,juan-bautista88@example.com
CLI03149,2023-05-24,Tienda,T11,M,42.0,CABA,True,santino-benjaminperez@example.net
CLI03150,2022-03-29,Tienda,T15,F,62.0,CABA,True,joaquinperalta@example.com
CLI03151,2024-10-07,Online,,M,34.0,Salta,True,valentinocorrea@example.org
CLI03152,2025-04-05,Tienda,T07,F,68.0,Entre Rios,False,manuel94@example.com
CLI03153,2022-07-25,Tienda,T20,M,46.0,Neuquen,True,sacosta@example.com
CLI03154,2025-01-20,Tienda,T26,F,46.0,Santa Fe,False,srojas@example.com
CLI03155,2024-05-07,Online,,M,54.0,Cordoba,False,garciajuan@example.org
CLI03156,2023-10-29,Online,,F,54.0,CABA,True,ajuarez@example.com
CLI03157,2025-10-23,Tienda,T16,M,56.0,Mendoza,True,delfina71@example.net
CLI03158,2024-09-23,Online,,M,49.0,Neuquen,True,perezmora@example.org
CLI03159,2025-04-18,Tienda,T14,F,33.0,Buenos Aires,True,fernandezsantiago@example.com
CLI03160,2024-01-10,Tienda,T18,M,64.0,Mendoza,True,faustocarrizo@example.com
CLI03161,2025-07-13,Online,,F,39.0,Buenos Aires,True,juan-ignacio17@example.net
CLI03162,2024-10-16,Tienda,T26,F,,Salta,True,xramirez@example.net
CLI03163,2025-03-01,Online,,X,54.0,Neuquen,True,vgonzalez@example.com
CLI03164,2023-07-28,Online,,M,50.0,CABA,False,diazjuan-pablo@example.net
CLI03165,2024-02-25,Online,,F,41.0,Mendoza,True,catalinaavila@example.org
CLI03166,2024-06-17,Sucursal,T13,F,42.0,Santa Fe,False,diazfrancesco@example.org
CLI03167,2022-12-30,Online,,F,,Buenos Aires,True,oramirez@example.org
CLI03168,2023-01-14,Tienda,T18,F,68.0,Mendoza,True,cdiaz@example.com
CLI03169,2022-07-27,Online,,F,40.0,Mendoza,True,sebastianalvarez@example.org
CLI03170,2022-10-22,Online,,F,24.0,Tucuman,False,justina95@example.com
CLI03171,2023-10-14,Online,,M,33.0,Cordoba,True,ecabrera@example.net
CLI03172,2022-01-02,Online,,M,48.0,Tucuman,True,catalina87@example.com
CLI03173,2025-03-04,Online,,F,38.0,Salta,False,vmorales
CLI03174,2024-01-30,Tienda,T25,M,32.0,Tucuman,True,joaquingonzalez@example.net
CLI03175,2024-08-06,Tienda,T23,M,,Salta,True,gimenezmaria-guadalupe@example.com
CLI03176,2022-04-01,Tienda,S19,X,,Buenos Aires,True,martina43@example.net
CLI03177,2023-07-12,Tienda,T22,M,38.0,Buenos Aires,True,benjamin38@example.net
CLI03178,2022-07-22,Online,,F,45.0,Tucuman,True,yrodriguez@example.org
CLI03179,2023-02-14,Online,,,32.0,Santa Fe,True,martinezluca@example.net
CLI03180,2025-10-12,Tienda,T26,M,5.0,Entre Rios,False,martinezfelipe@example.net
CLI03181,2022-12-18,Online,,M,36.0,Tucuman,True,dlopez@example.org
CLI03182,2023-12-13,Tienda,T20,M,22.0,Santa Fe,True,martina72@example.com
CLI03183,2023-04-06,Tienda,T22,,46.0,Mendoza,True,violeta24@example.net
CLI03184,2023-11-15,Online,,M,40.0,Buenos Aires,True,alexander56@example.net
CLI03185,2025-08-04,Tienda,T28,F,34.0,Buenos Aires,True,lorenzo99@example.net
CLI03186,2024-09-12,Tienda,T14,,43.0,Cordoba,True,sofia62@example.com
CLI03187,2025-08-04,Online,,M,43.0,Cordoba,True,milagrosromero@example.net
CLI03188,2024-05-29,Tienda,T07,F,31.0,Entre Rios,False,juan-bautistamorales@example.com
CLI03189,2022-12-25,Online,,F,33.0,Tucuman,True,juan-pablomorales
CLI03190,2022-05-20,Online,,F,,CABA,True,gomezagustin@example.com
CLI03191,2023-12-09,Online,,F,60.0,Mendoza,True,juliancastro@example.com
CLI03192,2025-05-14,Online,,F,18.0,Entre Rios,True,simon27@example.org
CLI03193,2024-05-12,Tienda,T26,M,40.0,Neuquen,True,jeremias20@example.com
CLI03194,2023-03-26,Online,,M,52.0,Tucuman,False,joaquin27@example.org
CLI03195,2024-03-14,Online,,X,26.0,Santa Fe,True,chavezgenaro@example.org
CLI03196,2022-07-01,Tienda,T12,M,27.0,Cordoba,True,benicio28@example.org
CLI03197,2022-04-27,Tienda,T04,M,27.0,Entre Rios,True,zbustos@example.org
CLI03198,2022-08-23,Online,,F,18.0,Tucuman,True,xbenitez
CLI03199,2023-10-12,Tienda,T01,M,57.0,CABA,False,julieta34@example.org
CLI03200,2024-07-28,Online,,M,37.0,Cordoba,True,avega@example.com
CLI03201,2024-12-15,Online,,F,25.0,Buenos Aires,False,thiago-valentin60@example.org
CLI03202,2022-05-02,Tienda,T02,X,31.0,Entre Rios,False,gomezvicente
CLI03203,2023-05-01,Online,,F,42.0,Tucuman,False,pedro43@example.com
CLI03204,2025-07-17,Tienda,T12,F,35.0,Santa Fe,True,balvarez@example.com
CLI03205,2025-05-01,Tienda,T07,F,,Mendoza,True,kluna@example.net
CLI03206,2024-09-20,Tienda,T16,M,47.0,Entre Rios,True,navarromartina@example.com
CLI03207,2022-11-08,Tienda,T18,F,,Mendoza,False,lsanchez@example.com
CLI03208,2025-02-21,Online,,M,34.0,Mendoza,True,santiagoferreyra@example.net
CLI03209,2025-11-05,Tienda,T14,F,42.0,Entre Rios,False,rodriguezbruno@example.net
CLI03210,2023-04-24,Online,,M,29.0,Santa Fe,True,carrizofelipe@example.com
CLI03211,2023-03-15,Tienda,T11,M,40.0,Tucuman,True,lorenzolucero@example.org
CLI03212,2025-11-08,Tienda,T22,M,31.0,Santa Fe,True,floresmartina@example.com
CLI03213,2022-12-01,Online,,M,76.0,CABA,True,bianca93@example.com
CLI03214,2024-03-01,Tienda,T02,M,34.0,Santa Fe,False,alma62@example.net
CLI03215,2024-11-09,Online,,F,49.0,Santa Fe,False,ana-paulamedina@example.net
CLI03216,2022-09-22,Online,,F,27.0,Santa Fe,True,silvaemma@example.org
CLI03217,2025-04-20,Tienda,T19,M,24.0,Santa Fe,True,gimenezsantiago
CLI03218,2024-04-27,Online,,M,38.0,Neuquen,True,rcaceres@example.net
CLI03219,2024-07-23,Online,,F,34.0,Santa Fe,True,isabella69@example.net
CLI03220,2024-04-14,Online,,M,34.0,Mendoza,True,fernandezmalena@example.org
CLI03221,2023-06-19,Online,,F,39.0,Tucuman,True,jgomez@example.net
CLI03222,2022-12-15,Tienda,T09,,51.0,Entre Rios,True,francesca47@example.com
CLI03223,2023-02-10,Online,,M,66.0,Tucuman,True,imedina@example.org
CLI03224,2024-12-19,Online,,F,67.0,CABA,False,maximomolina@example.org
CLI03225,2025-09-09,Tienda,T13,F,40.0,CABA,True,thiago-valentin68@example.net
CLI03226,2024-07-28,Tienda,T17,F,64.0,Mendoza,False,tgutierrez@example.org
CLI03227,2025-09-15,Online,,F,63.0,Mendoza,True,dbustos
CLI03228,2025-03-05,Online,,F,30.0,Buenos Aires,True,sofia64@example.net
CLI03229,2022-10-24,Tienda,T09,M,32.0,Mendoza,False,delfina27@example.org
CLI03230,2022-04-17,Online,,M,37.0,Salta,False,gonzalezisabella@example.com
CLI03231,2024-03-20,Online,,M,66.0,Neuquen,True,bbravo@example.org
CLI03232,2025-05-16,Online,,X,37.0,Salta,False,benjaminortiz@example.net
CLI03233,2025-10-30,Online,,M,35.0,Buenos Aires,False,luciafarias@example.com
CLI03234,2024-07-29,Tienda,T25,M,58.0,Buenos Aires,False,benjamin61@example.com
CLI03235,2025-05-19,Sucursal,T20,M,36.0,Tucuman,False,luciamedina@example.com
CLI03236,2024-12-18,Tienda,T08,M,,Buenos Aires,True,fgonzalez@example.net
CLI03237,2024-04-14,Online,,M,47.0,Cordoba,False,jperez@example.com
CLI03238,2023-08-20,Tienda,T17,M,41.0,Tucuman,False,suarezvalentina-jazmin
CLI03239,2025-07-30,Online,,F,18.0,Buenos Aires,True,tnavarro@example.net
CLI03240,2022-08-26,Online,,M,21.0,CABA,False,thiago-lionel89@example.net
CLI03241,2023-10-22,Online,,M,48.0,Neuquen,True,palomarodriguez@example.org
CLI03242,2022-09-10,Online,,,19.0,Entre Rios,True,navarroluisina@example.net
CLI03243,2025-02-18,Online,,M,55.0,Salta,False,juan-davidfernandez@example.com
CLI03244,2023-09-01,Tienda,T21,F,37.0,Santa Fe,True,godoyfelipe
CLI03245,2023-02-01,Online,,F,42.0,CABA,False,rgonzalez@example.com
CLI03246,2025-08-08,Tienda,T27,F,,Santa Fe,True,santinonunez@example.com
CLI03247,2025-04-29,Tienda,T02,M,18.0,Cordoba,True,munozemma@example.com
CLI03248,2023-03-30,Online,,M,,Mendoza,True,soriaguadalupe@example.org
CLI03249,2024-08-20,Sucursal,T05,F,24.0,Salta,True,uleiva@example.org
CLI03250,2022-07-05,Tienda,T04,M,42.0,Entre Rios,True,gimenezjuan-bautista@example.com
CLI03251,2022-02-08,Online,,M,59.0,Entre Rios,True,santino-agustinfernandez@example.net
CLI03252,2024-08-26,Online,,F,35.0,CABA,True,justinaramos@example.com
CLI03253,2024-03-22,Tienda,T18,M,39.0,Neuquen,True,molinaolivia@example.net
CLI03254,2023-10-28,Online,,F,18.0,Santa Fe,False,isabellaaguirre@example.net
CLI03255,2025-06-16,Tienda,T02,M,-3.0,Entre Rios,True,peraltaguillermina@example.com
CLI03256,2023-03-16,Online,,M,35.0,Santa Fe,True,ludmila08@example.org
CLI03257,2025-04-30,Online,,M,36.0,Entre Rios,True,valentinaalvarez@example.org
CLI03258,2025-10-29,Sucursal,T20,M,47.0,Salta,True,joaquincordoba@example.net
CLI03259,2024-10-17,Sucursal,T27,F,58.0,Entre Rios,False,mia-morenasuarez@example.net
CLI03260,2022-08-13,Tienda,T05,M,38.0,Salta,True,blancoemilia
CLI03261,2025-03-14,Tienda,T28,M,,Buenos Aires,True,acunasimon@example.org
CLI03262,2024-09-26,Sucursal,T18,F,18.0,Entre Rios,True,tobiasolivera@example.org
CLI03263,2022-07-02,Tienda,S26,M,47.0,Entre Rios,False,zmolina@example.net
CLI03264,2022-10-30,Online,,M,39.0,Santa Fe,True,fsanchez@example.org
CLI03265,2023-10-27,Tienda,T04,M,18.0,CABA,True,gomezalma@example.org
CLI03266,2023-09-25,Online,,F,,Cordoba,True,kfigueroa@example.org
CLI03267,2024-01-22,Tienda,T04,M,29.0,CABA,True,francesca23@example.org
CLI03268,2025-12-08,Tienda,T01,M,52.0,Mendoza,True,martin74@example.com
CLI03269,2022-10-17,Online,,F,,Santa Fe,True,gonzalezuma@example.net
CLI03270,2024-06-15,Sucursal,T10,F,40.0,Santa Fe,True,thiago-nicolaslopez@example.org
CLI03271,2022-02-19,Tienda,T26,F,62.0,Buenos Aires,True,mateo65@example.net
CLI03272,2024-03-26,Tienda,T15,M,36.0,Santa Fe,True,sanchezbautista@example.net
CLI03273,2024-11-08,Tienda,T05,M,34.0,Neuquen,True,maria-guadalupe61@example.net
CLI03274,2024-05-24,Tienda,T27,X,39.0,Salta,True,nortiz@example.net
CLI03275,2023-11-09,Online,,M,40.0,Mendoza,False,acaceres@example.net
CLI03276,2024-06-08,Online,,M,27.0,Buenos Aires,False,alma81@example.com
CLI03277,2024-10-17,Tienda,T20,M,,Neuquen,True,benjaminlucero
CLI03278,2022-03-14,Tienda,T17,M,44.0,Tucuman,False,salvadorcastillo@example.net
CLI03279,2023-03-13,Tienda,T07,F,,Cordoba,True,uaguero@example.net
CLI03280,2024-01-24,Tienda,T04,F,18.0,Neuquen,True,duarteemma@example.org
CLI03281,2024-10-22,Online,,M,,Tucuman,True,bnavarro@example.org
CLI03282,2024-02-15,Online,,F,57.0,Santa Fe,False,roldanrosario@example.net
CLI03283,2022-08-11,Online,,F,51.0,Santa Fe,False,catalina74@example.net
CLI03284,2022-08-09,Tienda,T26,M,53.0,Salta,False,gtorres@example.com
CLI03285,2025-01-18,Online,,M,64.0,Tucuman,True,martineztobias@example.net
CLI03286,2023-09-24,Tienda,T25,M,44.0,Entre Rios,False,benjamin-ezequielsanchez@example.net
CLI03287,2024-09-13,Online,,M,62.0,Entre Rios,True,manuel86@example.net
CLI03288,2023-01-06,Online,,M,38.0,Entre Rios,False,geronimo94@example.net
CLI03289,2023-02-10,Online,,X,,Buenos Aires,True,gonzalezsalvador@example.net
CLI03290,2022-11-01,Online,,F,40.0,CABA,True,thiago-emanuel23@example.net
CLI03291,2024-01-15,Sucursal,T28,M,,Tucuman,True,sanchezguadalupe
CLI03292,2023-01-18,Tienda,T17,,,Tucuman,False,peraltasebastian@example.org
